X,Y,Z,ENERGY VALUE
0,12,76,179686.00738949265
0,12,77,173997.97700251034
0,12,78,-1.0
0,12,79,-1.0
0,12,80,-1.0
0,12,81,-1.0
0,12,82,-1.0
0,12,83,-1.0
0,12,84,-1.0
0,12,85,-1.0
0,12,86,-1.0
0,12,87,-1.0
0,12,88,-1.0
0,12,89,-1.0
0,12,90,-1.0
0,12,91,-1.0
0,12,92,-1.0
0,12,93,-1.0
0,12,94,-1.0
0,12,95,-1.0
0,13,76,175999.94622875744
0,13,77,171102.0437374266
0,13,78,-1.0
0,13,79,-1.0
0,13,80,-1.0
0,13,81,-1.0
0,13,82,-1.0
0,13,83,-1.0
0,13,84,-1.0
0,13,85,-1.0
0,13,86,-1.0
0,13,87,-1.0
0,13,88,-1.0
0,13,89,-1.0
0,13,90,-1.0
0,13,91,-1.0
0,13,92,-1.0
0,13,93,-1.0
0,13,94,-1.0
0,13,95,-1.0
0,14,76,173750.01772880586
0,14,77,167925.35354986636
0,14,78,-1.0
0,14,79,-1.0
0,14,80,-1.0
0,14,81,-1.0
0,14,82,-1.0
0,14,83,-1.0
0,14,84,-1.0
0,14,85,-1.0
0,14,86,-1.0
0,14,87,-1.0
0,14,88,-1.0
0,14,89,-1.0
0,14,90,-1.0
0,14,91,-1.0
0,14,92,-1.0
0,14,93,-1.0
0,14,94,-1.0
0,14,95,-1.0
0,15,76,179800.6993863972
0,15,77,173088.18439627875
0,15,78,-1.0
0,15,79,-1.0
0,15,80,-1.0
0,15,81,-1.0
0,15,82,-1.0
0,15,83,-1.0
0,15,84,-1.0
0,15,85,-1.0
0,15,86,-1.0
0,15,87,-1.0
0,15,88,-1.0
0,15,89,-1.0
0,15,90,-1.0
0,15,91,-1.0
0,15,92,-1.0
0,15,93,-1.0
0,15,94,-1.0
0,15,95,-1.0
0,16,76,177739.7732944119
0,16,77,167607.25764127713
0,16,78,-1.0
0,16,79,-1.0
0,16,80,-1.0
0,16,81,-1.0
0,16,82,-1.0
0,16,83,-1.0
0,16,84,-1.0
0,16,85,-1.0
0,16,86,-1.0
0,16,87,-1.0
0,16,88,-1.0
0,16,89,-1.0
0,16,90,-1.0
0,16,91,-1.0
0,16,92,-1.0
0,16,93,-1.0
0,16,94,-1.0
0,16,95,-1.0
0,17,76,176402.4641484145
0,17,77,169364.75850237397
0,17,78,-1.0
0,17,79,-1.0
0,17,80,-1.0
0,17,81,-1.0
0,17,82,-1.0
0,17,83,-1.0
0,17,84,-1.0
0,17,85,-1.0
0,17,86,-1.0
0,17,87,-1.0
0,17,88,-1.0
0,17,89,-1.0
0,17,90,-1.0
0,17,91,-1.0
0,17,92,-1.0
0,17,93,-1.0
0,17,94,-1.0
0,17,95,-1.0
0,18,76,173095.29059398905
0,18,77,171765.82933870316
0,18,78,-1.0
0,18,79,-1.0
0,18,80,-1.0
0,18,81,-1.0
0,18,82,-1.0
0,18,83,-1.0
0,18,84,-1.0
0,18,85,-1.0
0,18,86,-1.0
0,18,87,-1.0
0,18,88,-1.0
0,18,89,-1.0
0,18,90,-1.0
0,18,91,-1.0
0,18,92,-1.0
0,18,93,-1.0
0,18,94,-1.0
0,18,95,-1.0
0,19,76,175924.36320796786
0,19,77,170446.04842212444
0,19,78,-1.0
0,19,79,-1.0
0,19,80,-1.0
0,19,81,-1.0
0,19,82,-1.0
0,19,83,-1.0
0,19,84,-1.0
0,19,85,-1.0
0,19,86,-1.0
0,19,87,-1.0
0,19,88,-1.0
0,19,89,-1.0
0,19,90,-1.0
0,19,91,-1.0
0,19,92,-1.0
0,19,93,-1.0
0,19,94,-1.0
0,19,95,-1.0
0,20,76,173951.70765566026
0,20,77,172221.85112562962
0,20,78,-1.0
0,20,79,-1.0
0,20,80,-1.0
0,20,81,-1.0
0,20,82,-1.0
0,20,83,-1.0
0,20,84,-1.0
0,20,85,-1.0
0,20,86,-1.0
0,20,87,-1.0
0,20,88,-1.0
0,20,89,-1.0
0,20,90,-1.0
0,20,91,-1.0
0,20,92,-1.0
0,20,93,-1.0
0,20,94,-1.0
0,20,95,-1.0
0,21,76,180198.795509754
0,21,77,165250.79427945317
0,21,78,-1.0
0,21,79,-1.0
0,21,80,-1.0
0,21,81,-1.0
0,21,82,-1.0
0,21,83,-1.0
0,21,84,-1.0
0,21,85,-1.0
0,21,86,-1.0
0,21,87,-1.0
0,21,88,-1.0
0,21,89,-1.0
0,21,90,-1.0
0,21,91,-1.0
0,21,92,-1.0
0,21,93,-1.0
0,21,94,-1.0
0,21,95,-1.0
0,22,76,177335.152819771
0,22,77,170628.42326157246
0,22,78,-1.0
0,22,79,-1.0
0,22,80,-1.0
0,22,81,-1.0
0,22,82,-1.0
0,22,83,-1.0
0,22,84,-1.0
0,22,85,-1.0
0,22,86,-1.0
0,22,87,-1.0
0,22,88,-1.0
0,22,89,-1.0
0,22,90,-1.0
0,22,91,-1.0
0,22,92,-1.0
0,22,93,-1.0
0,22,94,-1.0
0,22,95,-1.0
0,23,76,176782.9002091693
0,23,77,168489.19406027818
0,23,78,-1.0
0,23,79,-1.0
0,23,80,-1.0
0,23,81,-1.0
0,23,82,-1.0
0,23,83,-1.0
0,23,84,-1.0
0,23,85,-1.0
0,23,86,-1.0
0,23,87,-1.0
0,23,88,-1.0
0,23,89,-1.0
0,23,90,-1.0
0,23,91,-1.0
0,23,92,-1.0
0,23,93,-1.0
0,23,94,-1.0
0,23,95,-1.0
0,24,76,180611.95460304327
0,24,77,169968.23428838374
0,24,78,-1.0
0,24,79,-1.0
0,24,80,-1.0
0,24,81,-1.0
0,24,82,-1.0
0,24,83,-1.0
0,24,84,-1.0
0,24,85,-1.0
0,24,86,-1.0
0,24,87,-1.0
0,24,88,-1.0
0,24,89,-1.0
0,24,90,-1.0
0,24,91,-1.0
0,24,92,-1.0
0,24,93,-1.0
0,24,94,-1.0
0,24,95,-1.0
0,25,76,179825.12910408468
0,25,77,166045.2807198291
0,25,78,-1.0
0,25,79,-1.0
0,25,80,-1.0
0,25,81,-1.0
0,25,82,-1.0
0,25,83,-1.0
0,25,84,-1.0
0,25,85,-1.0
0,25,86,-1.0
0,25,87,-1.0
0,25,88,-1.0
0,25,89,-1.0
0,25,90,-1.0
0,25,91,-1.0
0,25,92,-1.0
0,25,93,-1.0
0,25,94,-1.0
0,25,95,-1.0
0,26,76,173931.1419448595
0,26,77,162280.17348705625
0,26,78,-1.0
0,26,79,-1.0
0,26,80,-1.0
0,26,81,-1.0
0,26,82,-1.0
0,26,83,-1.0
0,26,84,-1.0
0,26,85,-1.0
0,26,86,-1.0
0,26,87,-1.0
0,26,88,-1.0
0,26,89,-1.0
0,26,90,-1.0
0,26,91,-1.0
0,26,92,-1.0
0,26,93,-1.0
0,26,94,-1.0
0,26,95,-1.0
0,27,76,176834.98671002928
0,27,77,169109.43266453972
0,27,78,-1.0
0,27,79,-1.0
0,27,80,-1.0
0,27,81,-1.0
0,27,82,-1.0
0,27,83,-1.0
0,27,84,-1.0
0,27,85,-1.0
0,27,86,-1.0
0,27,87,-1.0
0,27,88,-1.0
0,27,89,-1.0
0,27,90,-1.0
0,27,91,-1.0
0,27,92,-1.0
0,27,93,-1.0
0,27,94,-1.0
0,27,95,-1.0
0,28,76,176809.74618464735
0,28,77,164945.8933585394
0,28,78,-1.0
0,28,79,-1.0
0,28,80,-1.0
0,28,81,-1.0
0,28,82,-1.0
0,28,83,-1.0
0,28,84,-1.0
0,28,85,-1.0
0,28,86,-1.0
0,28,87,-1.0
0,28,88,-1.0
0,28,89,-1.0
0,28,90,-1.0
0,28,91,-1.0
0,28,92,-1.0
0,28,93,-1.0
0,28,94,-1.0
0,28,95,-1.0
0,29,76,182081.01505228147
0,29,77,165594.03830240437
0,29,78,-1.0
0,29,79,-1.0
0,29,80,-1.0
0,29,81,-1.0
0,29,82,-1.0
0,29,83,-1.0
0,29,84,-1.0
0,29,85,-1.0
0,29,86,-1.0
0,29,87,-1.0
0,29,88,-1.0
0,29,89,-1.0
0,29,90,-1.0
0,29,91,-1.0
0,29,92,-1.0
0,29,93,-1.0
0,29,94,-1.0
0,29,95,-1.0
0,30,76,178226.91335075282
0,30,77,172412.97834548538
0,30,78,-1.0
0,30,79,-1.0
0,30,80,-1.0
0,30,81,-1.0
0,30,82,-1.0
0,30,83,-1.0
0,30,84,-1.0
0,30,85,-1.0
0,30,86,-1.0
0,30,87,-1.0
0,30,88,-1.0
0,30,89,-1.0
0,30,90,-1.0
0,30,91,-1.0
0,30,92,-1.0
0,30,93,-1.0
0,30,94,-1.0
0,30,95,-1.0
0,31,76,179747.27428667792
0,31,77,168095.24666083895
0,31,78,-1.0
0,31,79,-1.0
0,31,80,-1.0
0,31,81,-1.0
0,31,82,-1.0
0,31,83,-1.0
0,31,84,-1.0
0,31,85,-1.0
0,31,86,-1.0
0,31,87,-1.0
0,31,88,-1.0
0,31,89,-1.0
0,31,90,-1.0
0,31,91,-1.0
0,31,92,-1.0
0,31,93,-1.0
0,31,94,-1.0
0,31,95,-1.0
0,32,76,178682.38548446508
0,32,77,168019.54965166506
0,32,78,-1.0
0,32,79,-1.0
0,32,80,-1.0
0,32,81,-1.0
0,32,82,-1.0
0,32,83,-1.0
0,32,84,-1.0
0,32,85,-1.0
0,32,86,-1.0
0,32,87,-1.0
0,32,88,-1.0
0,32,89,-1.0
0,32,90,-1.0
0,32,91,-1.0
0,32,92,-1.0
0,32,93,-1.0
0,32,94,-1.0
0,32,95,-1.0
0,33,76,178302.53672087638
0,33,77,171376.2470180092
0,33,78,-1.0
0,33,79,-1.0
0,33,80,-1.0
0,33,81,-1.0
0,33,82,-1.0
0,33,83,-1.0
0,33,84,-1.0
0,33,85,-1.0
0,33,86,-1.0
0,33,87,-1.0
0,33,88,-1.0
0,33,89,-1.0
0,33,90,-1.0
0,33,91,-1.0
0,33,92,-1.0
0,33,93,-1.0
0,33,94,-1.0
0,33,95,-1.0
0,34,76,183539.69879295604
0,34,77,166367.5666518302
0,34,78,-1.0
0,34,79,-1.0
0,34,80,-1.0
0,34,81,-1.0
0,34,82,-1.0
0,34,83,-1.0
0,34,84,-1.0
0,34,85,-1.0
0,34,86,-1.0
0,34,87,-1.0
0,34,88,-1.0
0,34,89,-1.0
0,34,90,-1.0
0,34,91,-1.0
0,34,92,-1.0
0,34,93,-1.0
0,34,94,-1.0
0,34,95,-1.0
0,35,76,179180.64695645237
0,35,77,170718.7704867785
0,35,78,-1.0
0,35,79,-1.0
0,35,80,-1.0
0,35,81,-1.0
0,35,82,-1.0
0,35,83,-1.0
0,35,84,-1.0
0,35,85,-1.0
0,35,86,-1.0
0,35,87,-1.0
0,35,88,-1.0
0,35,89,-1.0
0,35,90,-1.0
0,35,91,-1.0
0,35,92,-1.0
0,35,93,-1.0
0,35,94,-1.0
0,35,95,-1.0
0,36,76,176202.14238203375
0,36,77,168523.97540374083
0,36,78,-1.0
0,36,79,-1.0
0,36,80,-1.0
0,36,81,-1.0
0,36,82,-1.0
0,36,83,-1.0
0,36,84,-1.0
0,36,85,-1.0
0,36,86,-1.0
0,36,87,-1.0
0,36,88,-1.0
0,36,89,-1.0
0,36,90,-1.0
0,36,91,-1.0
0,36,92,-1.0
0,36,93,-1.0
0,36,94,-1.0
0,36,95,-1.0
0,37,76,178391.175272104
0,37,77,166260.70613254543
0,37,78,-1.0
0,37,79,-1.0
0,37,80,-1.0
0,37,81,-1.0
0,37,82,-1.0
0,37,83,-1.0
0,37,84,-1.0
0,37,85,-1.0
0,37,86,-1.0
0,37,87,-1.0
0,37,88,-1.0
0,37,89,-1.0
0,37,90,-1.0
0,37,91,-1.0
0,37,92,-1.0
0,37,93,-1.0
0,37,94,-1.0
0,37,95,-1.0
0,38,76,183990.68352375028
0,38,77,166202.43703993026
0,38,78,-1.0
0,38,79,-1.0
0,38,80,-1.0
0,38,81,-1.0
0,38,82,-1.0
0,38,83,-1.0
0,38,84,-1.0
0,38,85,-1.0
0,38,86,-1.0
0,38,87,-1.0
0,38,88,-1.0
0,38,89,-1.0
0,38,90,-1.0
0,38,91,-1.0
0,38,92,-1.0
0,38,93,-1.0
0,38,94,-1.0
0,38,95,-1.0
0,39,76,179178.66694562655
0,39,77,168229.08626899507
0,39,78,-1.0
0,39,79,-1.0
0,39,80,-1.0
0,39,81,-1.0
0,39,82,-1.0
0,39,83,-1.0
0,39,84,-1.0
0,39,85,-1.0
0,39,86,-1.0
0,39,87,-1.0
0,39,88,-1.0
0,39,89,-1.0
0,39,90,-1.0
0,39,91,-1.0
0,39,92,-1.0
0,39,93,-1.0
0,39,94,-1.0
0,39,95,-1.0
0,40,76,178820.53606496617
0,40,77,169162.88576134454
0,40,78,-1.0
0,40,79,-1.0
0,40,80,-1.0
0,40,81,-1.0
0,40,82,-1.0
0,40,83,-1.0
0,40,84,-1.0
0,40,85,-1.0
0,40,86,-1.0
0,40,87,-1.0
0,40,88,-1.0
0,40,89,-1.0
0,40,90,-1.0
0,40,91,-1.0
0,40,92,-1.0
0,40,93,-1.0
0,40,94,-1.0
0,40,95,-1.0
0,41,76,179445.91890962116
0,41,77,171874.77873049304
0,41,78,-1.0
0,41,79,-1.0
0,41,80,-1.0
0,41,81,-1.0
0,41,82,-1.0
0,41,83,-1.0
0,41,84,-1.0
0,41,85,-1.0
0,41,86,-1.0
0,41,87,-1.0
0,41,88,-1.0
0,41,89,-1.0
0,41,90,-1.0
0,41,91,-1.0
0,41,92,-1.0
0,41,93,-1.0
0,41,94,-1.0
0,41,95,-1.0
0,42,76,179490.5495914922
0,42,77,167176.5077838189
0,42,78,-1.0
0,42,79,-1.0
0,42,80,-1.0
0,42,81,-1.0
0,42,82,-1.0
0,42,83,-1.0
0,42,84,-1.0
0,42,85,-1.0
0,42,86,-1.0
0,42,87,-1.0
0,42,88,-1.0
0,42,89,-1.0
0,42,90,-1.0
0,42,91,-1.0
0,42,92,-1.0
0,42,93,-1.0
0,42,94,-1.0
0,42,95,-1.0
0,43,76,179047.75811387404
0,43,77,169609.3644067207
0,43,78,-1.0
0,43,79,-1.0
0,43,80,-1.0
0,43,81,-1.0
0,43,82,-1.0
0,43,83,-1.0
0,43,84,-1.0
0,43,85,-1.0
0,43,86,-1.0
0,43,87,-1.0
0,43,88,-1.0
0,43,89,-1.0
0,43,90,-1.0
0,43,91,-1.0
0,43,92,-1.0
0,43,93,-1.0
0,43,94,-1.0
0,43,95,-1.0
0,44,76,185651.12156340302
0,44,77,168581.93363659547
0,44,78,-1.0
0,44,79,-1.0
0,44,80,-1.0
0,44,81,-1.0
0,44,82,-1.0
0,44,83,-1.0
0,44,84,-1.0
0,44,85,-1.0
0,44,86,-1.0
0,44,87,-1.0
0,44,88,-1.0
0,44,89,-1.0
0,44,90,-1.0
0,44,91,-1.0
0,44,92,-1.0
0,44,93,-1.0
0,44,94,-1.0
0,44,95,-1.0
0,45,76,180164.90245671966
0,45,77,168756.30559893537
0,45,78,-1.0
0,45,79,-1.0
0,45,80,-1.0
0,45,81,-1.0
0,45,82,-1.0
0,45,83,-1.0
0,45,84,-1.0
0,45,85,-1.0
0,45,86,-1.0
0,45,87,-1.0
0,45,88,-1.0
0,45,89,-1.0
0,45,90,-1.0
0,45,91,-1.0
0,45,92,-1.0
0,45,93,-1.0
0,45,94,-1.0
0,45,95,-1.0
0,46,76,175514.87930284702
0,46,77,172323.60545741324
0,46,78,-1.0
0,46,79,-1.0
0,46,80,-1.0
0,46,81,-1.0
0,46,82,-1.0
0,46,83,-1.0
0,46,84,-1.0
0,46,85,-1.0
0,46,86,-1.0
0,46,87,-1.0
0,46,88,-1.0
0,46,89,-1.0
0,46,90,-1.0
0,46,91,-1.0
0,46,92,-1.0
0,46,93,-1.0
0,46,94,-1.0
0,46,95,-1.0
0,47,76,174058.2534907896
0,47,77,166593.35883352885
0,47,78,-1.0
0,47,79,-1.0
0,47,80,-1.0
0,47,81,-1.0
0,47,82,-1.0
0,47,83,-1.0
0,47,84,-1.0
0,47,85,-1.0
0,47,86,-1.0
0,47,87,-1.0
0,47,88,-1.0
0,47,89,-1.0
0,47,90,-1.0
0,47,91,-1.0
0,47,92,-1.0
0,47,93,-1.0
0,47,94,-1.0
0,47,95,-1.0
0,48,76,178377.36811787047
0,48,77,167056.3398105883
0,48,78,-1.0
0,48,79,-1.0
0,48,80,-1.0
0,48,81,-1.0
0,48,82,-1.0
0,48,83,-1.0
0,48,84,-1.0
0,48,85,-1.0
0,48,86,-1.0
0,48,87,-1.0
0,48,88,-1.0
0,48,89,-1.0
0,48,90,-1.0
0,48,91,-1.0
0,48,92,-1.0
0,48,93,-1.0
0,48,94,-1.0
0,48,95,-1.0
0,49,76,183715.67555568105
0,49,77,164194.81476872708
0,49,78,-1.0
0,49,79,-1.0
0,49,80,-1.0
0,49,81,-1.0
0,49,82,-1.0
0,49,83,-1.0
0,49,84,-1.0
0,49,85,-1.0
0,49,86,-1.0
0,49,87,-1.0
0,49,88,-1.0
0,49,89,-1.0
0,49,90,-1.0
0,49,91,-1.0
0,49,92,-1.0
0,49,93,-1.0
0,49,94,-1.0
0,49,95,-1.0
0,50,76,181701.3790857135
0,50,77,166200.01568545858
0,50,78,-1.0
0,50,79,-1.0
0,50,80,-1.0
0,50,81,-1.0
0,50,82,-1.0
0,50,83,-1.0
0,50,84,-1.0
0,50,85,-1.0
0,50,86,-1.0
0,50,87,-1.0
0,50,88,-1.0
0,50,89,-1.0
0,50,90,-1.0
0,50,91,-1.0
0,50,92,-1.0
0,50,93,-1.0
0,50,94,-1.0
0,50,95,-1.0
0,51,76,179046.66133916026
0,51,77,174154.0740455342
0,51,78,-1.0
0,51,79,-1.0
0,51,80,-1.0
0,51,81,-1.0
0,51,82,-1.0
0,51,83,-1.0
0,51,84,-1.0
0,51,85,-1.0
0,51,86,-1.0
0,51,87,-1.0
0,51,88,-1.0
0,51,89,-1.0
0,51,90,-1.0
0,51,91,-1.0
0,51,92,-1.0
0,51,93,-1.0
0,51,94,-1.0
0,51,95,-1.0
0,52,76,179699.95205797887
0,52,77,171750.1346482708
0,52,78,-1.0
0,52,79,-1.0
0,52,80,-1.0
0,52,81,-1.0
0,52,82,-1.0
0,52,83,-1.0
0,52,84,-1.0
0,52,85,-1.0
0,52,86,-1.0
0,52,87,-1.0
0,52,88,-1.0
0,52,89,-1.0
0,52,90,-1.0
0,52,91,-1.0
0,52,92,-1.0
0,52,93,-1.0
0,52,94,-1.0
0,52,95,-1.0
0,53,76,175631.37408220474
0,53,77,167797.8557453146
0,53,78,-1.0
0,53,79,-1.0
0,53,80,-1.0
0,53,81,-1.0
0,53,82,-1.0
0,53,83,-1.0
0,53,84,-1.0
0,53,85,-1.0
0,53,86,-1.0
0,53,87,-1.0
0,53,88,-1.0
0,53,89,-1.0
0,53,90,-1.0
0,53,91,-1.0
0,53,92,-1.0
0,53,93,-1.0
0,53,94,-1.0
0,53,95,-1.0
0,54,76,177912.93437656012
0,54,77,165357.9259637655
0,54,78,-1.0
0,54,79,-1.0
0,54,80,-1.0
0,54,81,-1.0
0,54,82,-1.0
0,54,83,-1.0
0,54,84,-1.0
0,54,85,-1.0
0,54,86,-1.0
0,54,87,-1.0
0,54,88,-1.0
0,54,89,-1.0
0,54,90,-1.0
0,54,91,-1.0
0,54,92,-1.0
0,54,93,-1.0
0,54,94,-1.0
0,54,95,-1.0
0,55,76,176213.36357678787
0,55,77,173198.1017729692
0,55,78,-1.0
0,55,79,-1.0
0,55,80,-1.0
0,55,81,-1.0
0,55,82,-1.0
0,55,83,-1.0
0,55,84,-1.0
0,55,85,-1.0
0,55,86,-1.0
0,55,87,-1.0
0,55,88,-1.0
0,55,89,-1.0
0,55,90,-1.0
0,55,91,-1.0
0,55,92,-1.0
0,55,93,-1.0
0,55,94,-1.0
0,55,95,-1.0
0,56,76,185948.82209948698
0,56,77,169074.09689183245
0,56,78,-1.0
0,56,79,-1.0
0,56,80,-1.0
0,56,81,-1.0
0,56,82,-1.0
0,56,83,-1.0
0,56,84,-1.0
0,56,85,-1.0
0,56,86,-1.0
0,56,87,-1.0
0,56,88,-1.0
0,56,89,-1.0
0,56,90,-1.0
0,56,91,-1.0
0,56,92,-1.0
0,56,93,-1.0
0,56,94,-1.0
0,56,95,-1.0
0,57,76,180304.7742592891
0,57,77,175267.44769907786
0,57,78,-1.0
0,57,79,-1.0
0,57,80,-1.0
0,57,81,-1.0
0,57,82,-1.0
0,57,83,-1.0
0,57,84,-1.0
0,57,85,-1.0
0,57,86,-1.0
0,57,87,-1.0
0,57,88,-1.0
0,57,89,-1.0
0,57,90,-1.0
0,57,91,-1.0
0,57,92,-1.0
0,57,93,-1.0
0,57,94,-1.0
0,57,95,-1.0
0,58,76,178657.53267358374
0,58,77,168388.76310849114
0,58,78,-1.0
0,58,79,-1.0
0,58,80,-1.0
0,58,81,-1.0
0,58,82,-1.0
0,58,83,-1.0
0,58,84,-1.0
0,58,85,-1.0
0,58,86,-1.0
0,58,87,-1.0
0,58,88,-1.0
0,58,89,-1.0
0,58,90,-1.0
0,58,91,-1.0
0,58,92,-1.0
0,58,93,-1.0
0,58,94,-1.0
0,58,95,-1.0
0,59,76,179567.53181166906
0,59,77,165020.69682892432
0,59,78,-1.0
0,59,79,-1.0
0,59,80,-1.0
0,59,81,-1.0
0,59,82,-1.0
0,59,83,-1.0
0,59,84,-1.0
0,59,85,-1.0
0,59,86,-1.0
0,59,87,-1.0
0,59,88,-1.0
0,59,89,-1.0
0,59,90,-1.0
0,59,91,-1.0
0,59,92,-1.0
0,59,93,-1.0
0,59,94,-1.0
0,59,95,-1.0
0,60,76,173097.33649846236
0,60,77,165855.43842741995
0,60,78,-1.0
0,60,79,-1.0
0,60,80,-1.0
0,60,81,-1.0
0,60,82,-1.0
0,60,83,-1.0
0,60,84,-1.0
0,60,85,-1.0
0,60,86,-1.0
0,60,87,-1.0
0,60,88,-1.0
0,60,89,-1.0
0,60,90,-1.0
0,60,91,-1.0
0,60,92,-1.0
0,60,93,-1.0
0,60,94,-1.0
0,60,95,-1.0
0,61,76,184924.10990458386
0,61,77,167412.9166381256
0,61,78,-1.0
0,61,79,-1.0
0,61,80,-1.0
0,61,81,-1.0
0,61,82,-1.0
0,61,83,-1.0
0,61,84,-1.0
0,61,85,-1.0
0,61,86,-1.0
0,61,87,-1.0
0,61,88,-1.0
0,61,89,-1.0
0,61,90,-1.0
